LIGHT OF THE SUN    5    FIRE    100'    30' radius    10 Rounds    This prayer invokes the power of the Sun, worshipped and venerated throughout Rokugan, and is an especial favorite among the Moshi family, although shugenja all across the Empire have learned it. The spell calls down a concentrated beam of pure sunlight to punish the unworthy. Everyone caught in the area of effect takes 2k2 Wounds per Round from the intense heat. Human targets (only) take an additional 2k1 Wounds for every Honor Rank they are below 4, and an additional2k2 Wounds if they possess at least 1 Rank of the Shadowlands Taint or are controlled by the Lying Darkness. Human targets who have an Honor Rank of 0 are Blinded for a number of Rounds equal to your Fire Ring.
WINGS OF THE PHOENIX    5    FIRE    Personal    Self    10 Rounds    The Phoenix is one of the most powerful symbols of Fire known to the Rokugani, and this spell calls on the essence of that being to grant its caster the power of flight. When this spell is cast, you summon clouds of Fire kami who take the form of giant wings sprouting from your back. You gain the ability to fly for the duration of the spell, moving at a speed of Water x 10 for a Free Action or Water x 20 for a Simple Action. If you are airborne when the spell expires, the Fire kami will bear you down to earth before departing.
BEAM OF THE INFERNO    6    FIRE    200'    One target    Instantaneous    This is perhaps the deadliest single spell available to a shugenja, and one of the most fearsome spells ever developed in the Empire. The prayer invokes a tremendous blast of fire against the chosen target, who takes 10k10 Wounds. The spell puts all the Fire kami in the area into a state of agitation, and normal fires within range will burn hotter and more violently for many minutes after this spell is cast.
GLOBE OF THE EVERLASTING SUN    6    FIRE    500'    1 mile    1 day    This mighty prayer calls on all the Fire kami in the area to remain quiet and calm, soothing the agitation which so often afflicts them. It is often invoked during major festivals, such as the crowning of a new Emperor. For the duration of the spell, all buildings within the area of effect are immune to the effects of magical fi re, and all Fire spells cast within that area have the TN of their Spell Casting Rolls increased by 15. Normal fires will still ignite and burn, but they do so sluggishly, and do not spread easily.
THE SOUL'S BLADE    6    FIRE    Touch    One target weapon    5 Rounds    This spell imbues incredibly powerful Fire kami into a weapon, granting it the full fury of a raging firestorm. A bushi armed with this weapon is a terrible opponent, for the Fire spirits shock and daze his enemies with every blow. For the duration of the spell, the weapon will overcome Invulnerability, and every target hit with it is automatically Stunned.
BO OF WATER    1    WATER    Personal or 20'    One created weapon    5 minutes    You summon a staff of pure water, as rigid as the real thing despite its fluid nature. The melee Weapon’s default form is a bo, but one Raise can change its form to any other staff of your choosing. The meleeWeapon has DR 1k2. If you do not possess the Staves Skill, you may instead use your School Rank in its place. If you do possess the Staves Skill, using this meleeWeapon grants you one Free Raise that can only be used on the Knockdown Maneuver. This meleeWeapon disappears if it is lost from your hand. Instead of summoning the bo for yourself, you may cause it to appear in the hands of an ally within 20 feet. He is treated as the caster for all purposes of the spell, but he does not gain the Free Raise bonus.
CLARITY OF PURPOSE    1    WATER    Personal    10' radius around the caster    2 rounds    One of the many strengths of water is in its speed. All allies within the area of effect of this spell gain a bonus of +5 to their Initiative Scores for the duration of the spell.
EBBING STRENGTH    1    WATER    20'    One target creature    3 rounds    Energy fl ows through the universe just as water flows through the mortal shell. You may send your energy to another, weakening yourself and strengthening them in the process. You may reduce any one of your Physical Traits by an amount up to your School Rank. The target of this spell increases the same Physical Trait by the same amount. If your Trait is reduced to 0 as a result of this spell, you immediately fall unconscious and the spell’s duration is reduced to 1 round. No Trait may be enhanced above double its normal rank by this spell.
PATH TO INNER PEACE    1    WATER    Touch    One target individual    Instantaneous    The water kami can infl uence the flow of water through the body, dramatically hastening the natural healing process. You can use this spell to heal Wounds that another individual has suffered. This spell restores a number of Wounds to the target equal to the amount by which the Spell Casting Roll exceededthe spell’s TN to cast.
REFLECTIONS OF PAN KU    1    WATER    Touch    One object    Instantaneous    Divining the abilities of an object is among the simplest lessons a student of water learns in the temple. If this spell is successfully cast on an object, you automatically learn all powers and abilities that object possesses. This is most frequently used to identify any supernatural qualities an item possesses, such as a nemuranai or a cursed weapon, but it can also identify the spell contained within a shugenja’s prayer scroll. This spell will not allow a shugenja to read a scroll if it is written in a cipher he does not understand, but he can at least identify the spell in question. This spell will also grant the caster knowledge of the item’s origin in very broad strokes, such as where it was forged, the Clan of the individual who has carried it the longest, or something similar at the GM’s discretion.
REVERSAL OF FORTUNES    1    WATER    10'    One target indivudual    3 rounds    Versatility is the domain of water, and those who carry its blessing reap the rewards. For the duration of this spell, the target may immediately re-roll any one roll per round. This must be done immediately after the first roll is completed, and the target may keep either result.
THE RUSHING WAVE    1    WATER    10'    One target individual    1 round    You can temporarily increase the speed of your target. This spell allows the target to make a Free Move Action of up hisWater Ring x 10’ (instead of the normal x 5’). Without Raisesfor Duration, this benefi t must be used on the target’s nextTurn or it is lost.
SPEED OF THE WATER FALL    1    WATER    Touch    One target individual or creature    1 hour    Those filled with the essence of water find their movement far faster than ever before. The target of this spell may move a total distance per round equal to their Water x 20’ plus an amount equal to twice your Water Ring. This spell does not grant the target additional movement, it simply increases the maximum possible amount they can move during a Round for the duration of the spell.
SPIRIT OF THE WATER    1    WATER    20'    One target individual    Instantaneous    The spirit of water is both fluid and rapid. The target gains one additional Simple Action during the Reactions Stage of the Round in which this spell is completed. This Action cannot be used to make an attack.
SYMPATHETIC ENERGIES    1    WATER    25'    One target individual    Instantaneous    Energy flows between all living things as water flows throughthe earth. You may transfer any one existing spell effect from you to the willing target of this spell. With three Raises, you may transfer one spell effect from one willing target to another willing target. You cannot transfer spells between unwilling targets.
CLOAK OF THE MIYA    2    WATER    Personal    Self    5 rounds    You wrap yourself in the protective embrace of the wave. Your Armor TN is increased by an amount equal to your Water Ring plus your School Rank for the duration of this spell.
INARI'S BLESSING    2    WATER    Created sustenance    Personal    Instantaneous    Inari is the Fortune of Rice, and one of the most beloved of all divine entities throughout the Empire. This spell invokes Inari’s blessing, and creates nourishing food and drink at your command. This spell generates enough food and drink to sustain a number of individuals equal to your School Rank +1 for one day. Without Raises, this food is bland but sustaining, such as unflavored rice and water, but with Raises, you canincrease the quality of the food to seafood or tea at the GM’s discretion. The TN to cast this spell is doubled when in the Shadowlands.
REFLECTIVE POOL    2    WATER    10 miles    Body of water / target location    5 minutes    The inscrutable knowledge of water is a great boon to those who know the means by which it can be invoked. You may stare into a body of water, which may be as small as a puddle, and through it view a familiar location as if you were present, although you can only see what is taking place, not hear it. In order for a location to be familiar to you, you must either have spent a great deal of time there (your home, the dojo, a preferred temple, etc.), or have spent a minimum of ten minutes in meditation at the location. Any body of water can be used for this spell, but since the visions imparted are visual, images depicted will be clearer with larger bodies.
REJUVENATING VAPORS    2    WATER    Touch    One target individual    Instantaneous    Water washes away all that is impure, refreshing and reinvigorating all it touches. The target of this spell is instantly refreshed as if he had just arisen from a full night’s sleep. This does not restore spent Void Points, but can eliminate fatigue and exhaustion. When used on a shugenja, this spell does restore the spell slots associated with the Void Ring (which can be used for any elements), but not the spell slots associated with other Rings. Abilities that characters may use a limited number of times per day are not refreshed by this spell. No individual can benefi t from Rejuvenating Vapors more than once within a 24-hour period.
STAND AGAINST THE WAVES    2    WATER    10'    One target individual    Instantaneous    A samurai who possesses the speed and strength of the mighty river is a dangerous foe indeed. The target of this spell gains a Simple Action during the Reaction Stage of the current Combat Round. This action may only be used to make an attack. If the target is incapable of making an attack as a Simple Action, this spell grants him a Complex Action instead. This spell cannot award a shugenja the ability to cast a second spell in the same Round.
THE TIES THAT BIND    2    WATER    10 miles    Self    Instantaneous    Even the lightest touch forges a connection, and through the spirits of water that connection may be explored. This spell allows you to seek out the spirits of Water within a single, specific object. You must be familiar with the object in question, either having spent a great deal of time around it or handled it personally. If the object is within the range of this spell, you will know the direction and relative distance it is from your current position.
WAVE-BORNE SPEED    2    WATER    Personal    Self    2 Rounds    The speed of the river can be imparted by knowledgeable shugenja. Your Water Ring is increased by 2 for the purposes of determining how far you may move as part of any Move Actions made during the present Round or the following Round.
WISDOM & CLARITY    2    WATER    Personal    Self    1 hour    By entreating the insight of the Water kami, a shugenja may dramatically increase his ability to perceive the world around him. For the duration of this spell, your reading speed doubles, and you will have perfect recall of everything read while under the influence of this spell. This spell does not enhance comprehension, however, so any language or cipher you are not familiar with is still completely indecipherable.
NEAR TO ICE    3    WATER    Touch    One target individual    5 rounds    As water grows durable and resistant with the coming winter, so too can the water within the human form become sterner and more durable. The target of this spell has all current Wound Penalties negated for the duration of the spell. Any additional penalties incurred take full effect, using the difference between the negated penalty and the new penalty as the effective penalty incurred. Wounds are not healed by this effect, they simply cease to inhibit those suffering from them.
REGROW THE WOUND    3    WATER    Touch    One target individual    Concentration    Water flows into all things, and flows out. In flowing out, it can carry away that which is undesirable. The pain and suffering inflicted by injuries can be channeled away from an individual, and cast into the infi nite ocean where they are lost forever. The target of this spell recovers a number of Wounds equal to your Water Ring plus your School Rank each round the spell is in effect. You must touch the target when the spell is cast, but after that it may be maintained without physical contact.
SILENT WATERS    3    WATER    Personal    Self    Variable    The memory of the ocean is infinite, and its vast power can lay in wait for a very long time indeed. Upon completion of a successful casting of this spell, you may immediately cast a second spell of any element. This second spell must be a spell you can normally cast, and it must be of Mastery Level 3 or lower. If the second Spell Casting Roll is successful, the second spell is stored within you, and will not activate until a specific physical effect takes place, which you specify at the time of the casting. The spell’s trigger could be that you speak a certain word, draw a blade, or fall in battle, for example. Whatever the trigger, when it occurs, the second spell immediately takes effect as if you had just finished casting the spell. A character may never benefit from multiple uses of Silent Waters at one time. If a second use of the spell is cast on the same individual, the current “stored” spell is immediately dispelled and replaced with the new one.
STRIKE OF THE TSUNAMI    3    WATER    25'    A cone originating drom the caster, 10' wide at the end    Instantaneous    Water is everywhere, and obeys the commands of its favored shugenja. You summon a crushing wave of water that overruns everything in its path. The wave infl icts 3k3 Wounds on everything within the affected area, and all opponents within the area of effect must make an Earth Roll (TN 15) or suffer Knockdown. Obviously, everything within the area of effect is saturated with water.
VISION OF THE FUTURE    3    WATER    Personal    Self    1 minute    Although not as reliable as the natural gift of foresight or the (equally rare) Void spells that enable divination, this spell still allows powerful visions of the future. It was first developed by the Tonbo family of the Dragonfly Clan, and is found infrequently outside theirranks. The spell requires use of a large pool of still water into which you must gaze. Upon completion of the spell, you enter a brief trance, and see images of things that have not yet come to pass. These images are rarely direct, and tend to be symbolic (violence is depicted as a scene of battle, for instance), but the events foreseen are completely accurate, and will come to pass unless prevented by your direct intervention. Only the shugenja casting this spell may see the events depicted in the vision. Many shugenja believe that use of this spell is a means of thwarting the natural order, and regard both it and those who make use of it negatively.
WALKING UPON THE WAVES    3    WATER    Touch    One target individual    10 minutes    The Water kami buoy those who carry their favor and grant them passage. The target of this spell may move across the surface of water as if it were solid ground (Basic Terrain). If the surface of the water is disturbed, as by a storm, rolling waves, or any other similar event, it counts as Difficult Terrain.
WATER KAMI'S BLESSING    3    WATER    Touch    One target individual (may be the caster)    5 rounds    By calling upon the clarity of water, you can receive tremendous insight into the world around you. The target of this spell receives a bonus to all his Perception based rolls, whether Trait Rolls, Skill Rolls, or anything else, consisting of additional rolled dice equal to your Water Ring.
DOMINION OF SUITENGU    4    WATER    100 miles    Two bodies of water    Concentration    The Fortune of the Sea is a wrathful entity, but one who nevertheless blesses those who entreat him properly. This spell, created by the Mantis clan, allows you to peer into a body of water, which must be at least one foot across and one inch deep, and see out of any other body of water anywhere in the Empire, so long as it is within range of the spell. This can be at any point along the seacoast, a lake, river, stream, or even a puddle, but you must know the location of the body of water you are targeting. You can see everything around that body of water as if you were submerged within it. You cannot hear what is taking place, only see it.
EBB & FLOW OF BATTLE    4    WATER    Personal    All selected allies within 50' radius of the caster    5 rounds    Mobility is one of the greatest strengths of Water. In a skirmish or a battle, mobility is key to survival. This spell increases the movement speed of all allies within range. You may choose to exclude specifi c allies from its effects if you choose. All those affected by the spell may move a distance equal to their Water Ring x 10 in feet as a Free Action (this is normally a Simple Action).
HEART OF THE WATER DRAGON    4    WATER    25'    Target individuals equal to caster's School Rank (may include the caster)    1 round per School Rank    The Water Dragon is a benevolent entity, and his blessings are powerful. Any time that a target of this spell suffers damage during the duration, he instantly regains 1k1 Wounds.
THE PATH NOT TAKEN    4    WATER    Personal    Self    1 day    No element can match the sheer versatility and adaptability of Water. Prior to casting this spell, you must select one Ring in which you will be temporarily weakened, and one in which you will be temporarily strengthened. Upon the successful conclusion of this spell, you may transfer a number of unused daily spell slots from the weakened Ring to the strengthened Ring. This spell lasts exactly one day, and then the effects are lost.
STRIKE OF THE FLOWING WATERS    4    WATER    10'    One target individual (may be the caster)    1 round    Water flows over and through obstacles, and so too can those infused with its energy. The target of this spell may ignore bonuses to his opponents’ Armor TN conferred by worn armor, spell effects of Mastery Level 3 and below, and other non- Technique mechanical effects. Against non-human creatures who do not wear armor, this allows the target to treat their Armor TN as 5 lower. This spell does not negate the Reduction awarded by armor, nor does it ignore the increase to Armor TN conferred as a result of an individual adopting the Defense or Full Defense Stances.
SYMBOL OF THE WATER    4    WATER    Touch    Special    Permanent    Priests of the kami are capable of inscribing powerful wards that invoke the power of the elements against all who attempt to pass them. A symbol of water can be inscribed on a solid object, most often a door, window, gate, or any other passageway. Anyone attempting to pass through this passageway or otherwise pass through the area is affected by the protective ward, and must succeed at a Contested Roll using their Fire against the caster’s Water. Those who fail are affected by a crippling terror, and must immediately roll against a Fear 7 effect. You may only have one Symbol of Water in existence at any time, and Symbol spells of different elements may never affect the same area. This spell may be dispelled by another casting of Symbol of Water from any shugenja, or by destroying the surface where the Symbol was etched.
EVER-CHANGING WAVES    5    WATER    Personal    Self    1 hour    Ultimate command over Water can allow flesh to flow like liquid. This spell allows you to physically alter your mortal body, changing your shape to match that of another natural creature (see the Book of the Void for a list of the more common natural creatures found in Rokugan). While in this form, you keep your Mental Traits. For Physical Traits, you keep whichever is higher, yours or those of the animal into which you have transformed. Other natural abilities are gained as well, including natural weapons or sensory abilities. Some traditionalist shugenja sects look down upon this spell as unclean.
THE FINAL BOND    5    WATER    Special    One target object or individual    Instantaneous    The greatest bonds can never be broken. This spell allows you to detect the location of one object or individual well known to you, regardless of their location. The object must be one you have spent a tremendous amount of time around, or have handled frequently in the past. If the target of the spell is an individual, it must be someone well known to you, such as a member of your immediate family or a close friend. You instantly know their approximate location anywhere in the Empire. This is not an exact location, but suffi cient to tremendously narrow any search (for example, “the city of Ryoko Owari Toshi,” or “the northern reaches of the Shinomen Mori”). If the target is outside the Empire of Rokugan, the spell automatically fails.
HANDS OF THE TIDES    5    WATER    100' radius centered on the caster    Targets up to caster's Water Ring    Instantaneous    The exchange of energy via Water is a simple matter that can ultimately lead to the exchange of fl esh as well. Within the area of effect of this spell, you may choose a number of willing targets up to your Water Ring. You may switch the positions among those targets as you see fi t, exchanging one for another. At the end of the spell, there must be a person in every position that was occupied when the spell began, but who is located where can vary depending upon the number of people affected.
POWER OF THE OCEAN    5    WATER    Touch    One target individual    A number of days equal to your School Rank    Perhaps the greatest gift Water can bestow requires a powerful shugenja to impart it to others. This spell is a complex ritual that requires an hour to cast, and can only be cast upon a willing target. For the duration of the spell, the target requires no food, drink, or sleep. A number of times during the duration equal to your School Rank, the target may replenish his Void Points as a Simple Action; this is the equivalent of recovering Void Points via a full night of rest. The target also recovers a number of Wounds per hour equal to twice your Water Ring. If the target of this spell is a shugenja, he regains all expended spell slots at sunrise, regardless of whether he has had any rest. After the spell expires, the target lapses into a state of complete exhaustion. This lasts for exactly half the duration of the spell effect. During this time, the target cannot take any significant physical action, and can only move about sluggishly. Travel is completely impossible.
SUITENGU'S EMBRACE    5    WATER    25'    One target individual    Instantaneous    The Fortune of the Sea is wrathful, and requires little prompting by his loyal adherents to smite another. By invoking the Water kami, you can fill a target’s lungs with seawater, crippling and potentially killing them. If the spell is cast successfully, the target can take no actions other than to attempt to resist the spell. For all intents and purposes, the target is reduced to the Down Wound Level in terms of his ability to take actions. Each round he must make a Stamina Roll (TN 15) to resist. If the target makes three total successes, he spends one additional round vomiting up seawater, and then is fully recovered. However, if the target suffers two consecutive failures, he has fallen unconscious and will die within 1 minute unless some form of magical or medical intervention is made. Although means of combating drowning are not well known in Rokugan, it is possible to save an individual incapacitated by this spell by making a successful Medicine / Intelligence roll at TN 50.
PEACE OF KAMI    6    WATER    Touch    One target individual    Instantaneous    The ultimate benevolence of the Water Dragon is without measure. The target is instantly cured of all diseases, his system purged of any and all poisons, and all Wounds are completely healed.
RISE, WATER    6    WATER    30'    One summoned spirit    Concentration    The sea itself will take form to defend you. The ultimate actualization of the Summon spell, this spell summons a massive kami of pure water to serve you. It takes the form of a vaguely humanoid shape, roughly ten feet in height, with an outline that constantly shifts and changes due to its fluid construction. The kami may move up to 15’ x your Water per round, and saturates the ground in a 20’ radius around it, ensuring that all terrain in that area is at least Moderate Terrain (unless it was already Diffi cult). The manifest kami is treated as if it has all Physical Traits equal to your Water Ring, and attacks with a Jiujutsu Skill Rank equal to half your Water Rank. Damage from these attacks has a DR equal to your Water Ring. For purposes of taking damage, the spirit is considered to have Wounds as though it were a human with Earth equal to your Water Ring, but suffers no Wound penalties. It is Invulnerable (see the creature rules in the Book of Void for details of this ability). If it is successfully reduced to zero Wounds, it is dispelled.
WATER'S SWEET CLARITY    6    WATER    Personal    Target body of water    3 rounds    The greatest form of augury is one that speaks directly and allows others to witness it. By focusing your energy on a still body of water, you can invoke powerful visions of the future based upon your questions. You may ask one question, and the waters will reveal the answer. The answer takes the form of three separate images, which may be connected in any number of ways, including events occurring over time, or perhaps three facets of a single event. Unlike other forms of augury, others may witness these visions as well.
BOUNDLESS SIGHT    1    VOID    50 miles    Self    4 rounds    The most essential lesson of the ishiken is that all is linked through the Void, and through the Void all can be perceived. By focusing your energy, you can look through the veil and see another location as if you were standing there. This location must be familiar to you, and you must have been there at least once before. For the duration of the spell, you can see and hear all that transpires in the other location, but you may not be detected and you may not interact with things or individuals there in any way. During this spell, your body is in a trance-like state that leaves you highly vulnerable to attack (your Armor TN is reduced to 5).
DRAWING THE VOID    1    VOID    Personal    Self    Instantaneous    The ability to reach into the Void itself and gain strength from it is a vital lesson in the training of all ishiken. Upon completion of this spell, you gain a number of additional Void Points equal to your School Rank plus one. If these Void Points take you above the number you may normally possess, then you lose one of the extra Void Points every Round that you do not spend one.
FLOW THROUGH THE VOID    1    VOID    Touch    Up to one cubic foot of pure elemental    Permanent    In the Void, all things are equal, all one and none. By tapping into this connection, you may transform a small amount of pure elemental matter – water, fi re, air, or earth in the form of dirt or soil – into any one other element.
SEE THROUGH LIES    1    VOID    25'    Target individual    Instantaneous    The patterns that comprise all things in the Void exist in individuals as well, and with training, ishiken can recognize them. You learn the highest point Advantage or highest point Disadvantage (your choice) possessed by the target of this spell.
SENSE VOID    1    VOID    Personal    25' radius around the caster    Concentration    Life is evident in the Void like the stars in the night sky. This spell causes you to enter a trance during which you become aware of the existence and location of all living creatures within the radius of the spell. Although you are aware of their location, you cannot see them or any details. You would know if there were three humans waiting outside the castle wall, for instance, but you would not recognize them other than to know that they were present. This also gives you information regarding non-sentient, natural living creatures. Spirits and Shadowlands creatures are recognizable as a gap in your awareness, although this spell cannot recognize Tainted humans as anything other than humans.
TOUCH THE EMPTINESS    1    VOID    30'    One target individual    Instantaneous    The sensation of experiencing the Void fi rsthand can be extremely disturbing for those unaccustomed to it. The target of this spell suffers 1k1 damage and is Dazed.
THE VOID'S CARESS    1    VOID    Touch    One target individual    1 minute    Although beginning students of ishiken-do cannot affect the pattern of the Void, they can make very short-term alterations to it. You may negate any one Mental or Spiritual Disadvantage the target of this spell possesses, up to a maximum of 5 points in value. The Shadowlands Taint may not be removed via this spell, although the mental disorders that can be caused by it can be temporarily alleviated.
WITNESS THE UNTOLD    1    VOID    15'    One target individual    3 rounds    It is possible to gain fl eeting glimpses of things that have not yet happened by peering through the Void. If you are delaying your action, you may interrupt the target of this spell after he has declared his action but before he has taken his action when his Turn comes up. This may be done during each Round for the duration of the spell. (Normally someone delaying their Action cannot interrupt the Action of another participant.)
ALTERING THE COURSE    2    VOID    Personal    Self    1 minute    Ishiken have a much greater capacity to draw upon the Void than others, and may do it consciously rather than unconsciously. You may spend multiple Void Points on any roll made within the duration of this spell. It still must be a roll on which the expenditure of Void Points is allowable (no damage rolls may be augmented via this spell, for example).
DRINK OF YOUR ESSENCE    2    VOID    30'    One target individual    Instantaneous    As an ishiken grows more powerful, he can gain more information from examining an individual’s pattern within the Void. You learn a great deal of information about the target of this spell, including his individual Rings (but not Traits), his current Wound penalties, and a one word summation of his present mood (“hostile,” “sorrowful,” “confused,” etc.).
THE EMPTY VOICE    2    VOID    Personal    Self    5 minutes    Drawing on the essence of everything allows an ishiken to invoke the kami with far greater ease than normal. For the duration of this spell, you may cast spells of other elements without speaking your prayers aloud. This applies only to spells of equal or lower Mastery Level (any spell of Mastery Level 1 or 2).
FALSE WHISPERS    2    VOID    30'    One target individual    1 minute    Mingling the Void of two beings, even for just a moment, can lead to one of the two being manipulated if he is not prepared for it. The target of this spell will repeat the next sentence you say, verbatim, without any foreknowledge of what he is doing. They speak the words in their own normal voice, regardless of how you speak it. This effect will not allow others to cast spells, even if you have them recite a portion of a spell. This spell only allows the effect once, the first time you speak a single sentence during the duration of the spell.
REACH THROUGH THE VOID    2    VOID    50'    Target object, up to five pounds in weight    Instantaneous    All things, both living and unliving, exist within the Void, and can be touched through it. You can manipulate items through the Void, moving them without touching them. These items are small, usually only up to only five pounds, although a powerful shugenja can Raise enough to move somewhat heavier items.
SEVERED FROM THE STEAM    2    VOID    25'    One target individual    5 rounds    Talented ishiken can rob others of their ability to tap into the Void, if only temporarily. If this spell is successful, the target must succeed at a Contested Void Roll against you before they are able to spend any Void Points. This roll does not count as an action for the target, and they must succeed at only one Contested Roll per turn, even if they are spending multiple Void Points per turn as a result of a Technique or other ability.
ECHOES IN THE VOID    3    VOID    25'    One target individual    Concentration    Thoughts are as whispers in the Void, if one knows how to listen. As long as this spell is in effect and you maintain concentration on one target within the area of effect, you can hear what that person is thinking. How this manifests may vary depending upon the individual. Stalwart warriors may have short, curt statements summarizing their thoughts, while artisans may think in terms of poetry.
KHARMIC INTENT    3    VOID    20'    One target individual    10 minutes    Links forged of the Void allow the passage of enormous energy, the substance of the universe itself, between those who share it. You may target any one willing individual with this spell. All remaining Void Points either of you possess are placed in a single pool, which either of you may draw upon as normal. Essentially, this spell allows two individuals to share Void Points back and forth as they see fi t. This also allows ishiken to share the additional Void Points they gain from other Void spells. At the end of the spell’s Duration, all remaining Void Points are divided between the participants, up to their normal maximum number.
MOMENT OF CLARITY    3    VOID    Personal    Self    2 rounds    The entirety of human achievement is refl ected in the Void. You may select any one Skill. You gain temporary ranks in this Skill equal to your Void Ring. If you already posses ranks in this Skill, the new level of Skill replaces your old one; the two are not cumulative.
READ THE ESSENCE    3    VOID    Personal    One target object    Instantaneous    Even objects have resonance, and retain some memory of those who hold them, and events that take place involving them. By meditating upon an object, you can gain a vision of the individual who held it last, or of a major event that might have involved it in some manner. Using this spell on a calligraphy brush, for example, might show the last person who used it to write a letter. Using it on a weapon might instead show the last death it was used to infl ict. The GM has ultimate authority over what vision the spell imparts. Extremely important objects, such as ancestral weapons or standards, may have powerful visions that grip the caster for longer periods of time, rather than imparting simple instantaneous visions.
VOID RELEASE    3    VOID    25'    One target individual    Instantaneous    Most are ignorant of the Void coursing within them, and do not realize that it can be stolen away. You must make a Contested Void Roll against the target of this spell. If successful, the target loses one Void Point, and you gain one Void Point. An additional point is exchanged for every increment of 5 by which you exceed the target’s roll. These temporary Void Points may take you above the maximum number of Void Points you may have, but they expire within one hour if not used. This spell cannot be used on a creature who does not have Void Points, or which has some other mechanical effect that substitutes for Void (such as Naga Akasha or Ratling Name).
BALANCE OF ELEMENTS    4    VOID    Touch    One target individual (may be the caster)    5 rounds / 5 minutes    Flaws in the great pattern of the Void can be overcome, no matter how severe. You may negate all Disadvantages of the target for the duration of the spell. Negative effects inflicted from spells (such as TN penalties, Armor TN reduction, or Trait/Ring reduction) are negated as well, as long as the Mastery Level of the spell causing the penalty is 3 or less. If used during the taxing environment of combat, the duration of this spell is extremely limited (5 rounds). In non-combat situations, however, the effects of the spell can last significantly longer (5 minutes). This temporary replenishing of the target’s pattern also heals 3k3 Wounds.
DRAW CLOSED THE VEIL    4    VOID    50'    One target individual    Instantaneous    The emptiness that is the Void is part and parcel of what separates the various spirit realms from one another, and it is possible to strengthen it in certain areas. You may target any one spirit not native to the mortal realm of Ningen-do. That spirit is banished to its home realm for a minimum amount of time equal to your Void Ring in months. Spirits that possess a physical body in the mortal realm, such as oni or certain shapeshifter spirits, require a Contested Willpower Roll for this spell to affect them. Spirits that are significantly more powerful than you are (GM’s discretion) may prove immune to the effects of this spell.
FILL THE EMPTINESS    4    VOID    Touch    One target individual    Instantaneous    Strengthening an individual’s connection to the Void can replenish their reserves of inner energy. The target of this spell regains all lost Void Points, up to their normal maximum number.
VOID STRIKE    4    VOID    50'    One target individual    Instantaneous    The mortal shell can endure only so much direct contact with the Void; too much, and the fl esh can be destroyed by the exposure. This spell infl icts damage with a DR equal to your Void Ring.
DIVIDE THE SOUL    5    VOID    Personal    Self    1 minute    The true mysteries of the Void are beyond the comprehension of non-ishiken. Using this spell, you may divide your soul across the Void, and exist in two places in the mortal realm simultaneously. The second “you” appears anywhere you might wish within your sight when you cast the spell. You have full knowledge of all that happens in both locations, and may take any normal actions in either place (both manifestations may take actions simultaneously as if they were two separate individuals). Only one manifestation may make a Spell Casting Roll per round. Any Wounds suffered by either manifestation are combined when the spell ends, and if either of your selves dies, both die.
REFORGE    5    VOID    Touch    One object    Permanent    All is one and one is all. You may take any single object and transform it into any other object of comparable size. This will only work on an object that is uniform in its construction, rather than assembled from multiple pieces. This spell will not affect living material. Although the effect of this spell is permanent, it can be reversed by a second casting on the same object, even by a different ishiken.
UNBOUND ESSENCE    5    VOID    25'    One target individual    1 hour    Tampering with the pattern of another being’s Void can result in catastrophic changes to their abilities. The target’s Rings are reordered at random, along with their Traits. For instance, a target might exchange his Air Ring for his Fire Ring, and his Water Ring for his Earth Ring for the duration of this spell. Mental and Physical Traits exchange their values if those values are greater than the Ring. In the above example, if your target has Air 3 and Refl exes 4, he would instead have Fire 3 and Agility 4, with his values for those Traits reassigned to his Air and Reflexes.RING OF THE VOID    6    VOID    Personal    Self    Concentration    Rare and extraordinarily powerful, even by shugenja standards, this prayer calls on the unique favor of the dragon whose domain the ishiken tread: the Void Dragon. Unlike most spells, this is not something that is taught by others, but rather is simply learned through insight by those capable of casting it (and as such it has no scroll associated with it). This spell, more of a meditation ritual, actually allows you to commune with the Void Dragon itself, a feat few mortals have ever managed to perform successfully. During your brief moments of contact with this divine entity, you may ask it questions as you see fit. The Void Dragon knows all that can be known, although it is under no particular compulsion to answer you directly, or even at all. Respect must be maintained at all times, for those who have attempted this feat in the past and failed to pay homage to their patron have ceased to exist altogether.
RISE FROM THE ASHES    6    VOID    Touch    One target individual    Instantaneous    Everything that exists has a pattern in the Void, a thread woven in the tapestry that is existence. By recalling the memory of that pattern, you can reverse recent effects that have happened to a living creature. When you cast this spell on an individual, you are essentially restoring their existence within the Void in accordance with their previous self. Upon completion of the spell, the person is immediately restored to the state they were in eight hours prior to when the spell was begun. Any injuries suffered during this time, the effects of diseases or poisons, even the acquisition of supernatural conditions such as the Shadowlands Taint or corruption by the Lying Darkness, can be undone in this manner. Upon the completion of this spell, you lose all Void Points, and you may not regain Void Points for a period of three days, after which they will begin to recover at one Void Point per day until you have your maximum normal amount again. This spell cannot be used to restore someone who has died.
